(Num),O,E,T,Gb,(   nome   ),Gl,( V),( A),( Pg),( Qg),( Qn),( Qm),(Bc  ),( Pl),( Ql),( Sh),Are,(Vf),-6
9558, ,L,0, I,DEMEI2-RS069,5,993,-57,0,     ,     ,     ,      ,12.3,4,     ,124,1000,2
9559, ,L,0, I,SJERUT-RS069,5,1013,-70,0,     ,     ,     ,      ,0,     ,     ,24,1000,2
9561, ,L,1, V,ELDORUTE-4GR,5,1010,-14,0,37.13,-41,68,      ,76,36.8,     ,126,1000,1
9562, ,L,0, I,CERILU-RS069,5,986,-58,0,     ,     ,     ,      ,6.9,2.1,     ,32,1000,2
9563, ,L,0, G,MINEIR-MS138,5,1007,-4.6,0,     ,     ,     ,      ,0,     ,     ,67,1000,1
9564, ,L,0, G,MVERME-MS138,5,1019,-0.62,0,     ,     ,     ,      ,0,     ,     ,67,1000,1
9565, ,L,0, G,AGUAEM-MS138,5,1009,-7.8,0,     ,     ,     ,      ,0,     ,     ,67,1000,1
9566, ,L,0, G,ALTOTA-MS138,5,1029,1.21,0,     ,     ,     ,      ,0,     ,     ,67,1000,1
9567, ,L,0, G,JATAI--GO138,5,1019,-4.8,0,     ,     ,     ,      ,0,     ,     ,67,1000,1
9569, ,L,0, F,CAMAQ3-RS230,5,1043,-65,0,     ,     ,     ,      ,0,     ,     ,39,1000,2
9570, ,L,0, I,CAMAQ3-RS069,5,1030,-66,0,     ,     ,     ,      ,12.2,2.9,     ,24,1000,2
9573, ,L,0, I,NPETRO-RS069,5,981,-68,0,     ,     ,     ,      ,23.2,7.3,     ,32,1000,2
9578, ,L,0, L,AGDO3P-SC034,5,1001,-55,0,     ,     ,     ,      ,0,     ,     ,38,1000,2
9579, ,L,0, G,UELDOR-MS138,5,1009,-20,0,     ,     ,     ,      ,0,     ,     ,67,1000,1
9580, ,L,0, G,SLUZ-I-MS138,5,1017,-19,0,     ,     ,     ,      ,0,     ,     ,67,1000,1
9581, ,L,0, G,SLU-II-MS138,5,998,-23,0,     ,     ,     ,      ,0,     ,     ,67,1000,1
9582, ,L,1, V,SLU-I-BIO013,5,1030,-14,0,37.14,-86.1,97.5,      ,52,25.2,     ,126,1000,1
9583, ,L,0, G,INDAIG-MS138,5,1010,-15,0,     ,     ,     ,      ,0,     ,     ,67,1000,1
9584, ,L,0, G,GUATAM-MS138,5,1006,-15,0,     ,     ,     ,      ,0,     ,     ,67,1000,1
9586, ,L,0, G,UCRICA-MS138,5,1034,-8.6,0,     ,     ,     ,      ,0,     ,     ,67,1000,1
9589, ,L,0, G,PORAGU-MS138,5,1012,-14,0,     ,     ,     ,      ,0,     ,     ,67,1000,1
9592, ,L,0, P,SCHARB-RS023,5,1020,-68,0,     ,     ,     ,      ,16.4,4.5,     ,31,1000,2
9593, ,L,0, P,CANO1B-RS023,5,1020,-67,0,     ,     ,     ,      ,6,1.8,     ,31,1000,2
9594, ,L,0, G,LAGEGR-RS138,5,1027,-68,0,     ,     ,     ,      ,1.7,0.5,     ,32,1000,2
9595, ,L,0, I,ARARG1-SC069,5,1030,-78,0,     ,     ,     ,      ,0,     ,     ,25,1000,1
9597, ,L,0, G,COLBJA-SC138,5,980,-68,0,     ,     ,     ,      ,0,     ,     ,38,1000,2
9598, ,L,0, G,VARBON-SC138,5,1001,-55,0,     ,     ,     ,      ,9.8,3.2,     ,25,1000,2
9599, ,L,0, G,AGDO3P-SC138,5,1003,-55,0,     ,     ,     ,      ,0,     ,     ,25,1000,2
9600, ,L,1, V,CSA-G-UTE0  ,5,1013,-88,0,13.19,-96,96,      ,0,     ,     ,197,1000,1
9601, ,L,0, C,Z.OEST-RJ500,3,1053,-89,0,     ,     ,     ,      ,0,     ,     ,41,1000,1
9602, ,L,0, G,CSA----RJ138,5,1002,-92,0,     ,     ,     ,      ,199.7,8.9,     ,197,1000,2
9603, ,L,1, N,CSA-V-UTE0  ,5,1018,-80,0,34.43,-233,233,      ,0,     ,     ,197,1000,1
9608, ,L,0, C,NIGUA1-RJ500,3,1056,-92,0,     ,     ,     ,      ,0,     ,     ,41,1000,1
9612, ,L,0, G,VIG1--TAP138,5,1004,-102,0,     ,     ,     ,      ,0,     ,     ,9,1000,1
9613, ,L,0, G,VIG2--TAP138,5,1004,-102,0,     ,     ,     ,      ,0,     ,     ,9,1000,1
9615, ,L,1, V,CSA-G2UTE0  ,5,1009,-76,0,12.54,-96,96,      ,0,     ,     ,197,1000,1
9616, ,L,0, G,FT-BL1-RJ138,5,1004,-102,0,     ,     ,     ,      ,0,     ,     ,9,1000,1
9617, ,L,0, G,FT-BL3-RJ138,5,1004,-102,0,     ,     ,     ,      ,0,     ,     ,9,1000,1
9618, ,L,0, G,PP-BL1-RJ138,5,1003,-102,0,     ,     ,     ,      ,0,     ,     ,9,1000,1
9619, ,L,0, G,IL-AP1-RJ138,5,1014,-114,0,     ,     ,     ,      ,0,     ,     ,9,1000,1
9620, ,L,0, G,IL-AP2-RJ138,5,1014,-114,0,     ,     ,     ,      ,0,     ,     ,9,1000,1
9623, ,L,0, G,ANDRA-BIO138,5,1002,-70,0,0,     ,     ,      ,0,     ,     ,7,1000,1
9625, ,L,0, G,BONFI-BIO138,5,993,-69,0,0,     ,     ,      ,0,     ,     ,7,1000,1
9626, ,L,0, C,BF-----RJ500,3,1057,-89,0,     ,     ,     ,      ,0,     ,     ,1,1000,1
9627, ,L,1, V,BFLUMGUTE0  ,5,975,-83,0,-84,-190,225,      ,0,     ,     ,41,1000,1
9628, ,L,1, V,BFLUMVUTE0  ,5,975,-82,0,-40.5,-85,120,      ,0,     ,     ,41,1000,1
9633, ,L,0, G,JABO1-TAP138,5,983,-105,0,     ,     ,     ,      ,0,     ,     ,9,1000,1
9634, ,L,0, G,LAMEI1-RJ138,5,982,-105,0,     ,     ,     ,      ,0,     ,     ,9,1000,1
9635, ,L,0, G,JABO2-TAP138,5,1012,-96,0,     ,     ,     ,      ,0,     ,     ,9,1000,1
9636, ,L,0, G,LAMEI2-RJ138,5,1012,-96,0,     ,     ,     ,      ,0,     ,     ,9,1000,1
9637, ,L,0, G,CSA-2--RJ138,5,1005,-84,0,     ,     ,     ,      ,0,     ,     ,197,1000,1
9638, ,L,0, G,GUAND1-RJ138,5,981,-104,0,     ,     ,     ,      ,0,     ,     ,9,1000,1
9639, ,L,0, G,GUAND2-RJ138,5,989,-104,0,     ,     ,     ,      ,0,     ,     ,9,1000,1
9641, ,L,0, G,B.NAVA-RJ138,5,1002,-91,0,     ,     ,     ,      ,0,     ,     ,9,1000,1
9642, ,L,0, G,P.OLIM-RJ138,5,1018,-98,0,     ,     ,     ,      ,21.9,1.5,     ,9,1000,1
9643, ,L,0, G,PEDR--BIO138,5,1040,-74,0,0,     ,     ,      ,0,     ,     ,7,1000,1
9645, ,L,0, G,SCONRT-RJ138,5,1023,-98,0,     ,     ,     ,      ,0,     ,     ,9,1000,1
9646, ,L,0, G,ECOMPE-RJ138,5,978,-104,0,     ,     ,     ,      ,0,     ,     ,9,1000,1
9647, ,L,0, G,NOVAGU-RJ138,5,978,-104,0,     ,     ,     ,      ,0,     ,     ,9,1000,1
9648, ,L,0, G,METRL4-RJ138,5,1022,-99,0,     ,     ,     ,      ,8.8,3.7,     ,9,1000,1
9649, ,L,0, G,CONCER-RJ138,5,997,-101,0,     ,     ,     ,      ,0,     ,     ,9,1000,1
9650, ,L,0, G,BARRA-BIO138,5,1010,-71,0,0,     ,     ,      ,0,     ,     ,7,1000,1
9651, ,L,0, I,PANAM2-RS069,5,965,-60,0,     ,     ,     ,      ,0,     ,     ,124,1000,2
9652, ,L,0, N,PANAM2-RS013,5,1000,-62,0,     ,     ,     ,      ,13.2,1.2,     ,124,1000,2
9653, ,L,0, N,HIDPA1-RS013,5,987,-77,0,     ,     ,     ,      ,13.2,1.2,     ,124,1000,2
9654, ,L,0, N,COPRE1-RS013,5,987,-77,0,     ,     ,     ,      ,5.7,1.1,     ,124,1000,2
9655, ,L,0, P,COPRE2-RS023,5,991,-64,0,     ,     ,     ,      ,4,0.7,     ,124,1000,2
9657, ,L,0, P,DEMEI1-RS023,5,992,-64,0,     ,     ,     ,      ,11.1,3.6,     ,124,1000,2
9659, ,L,0, P,CERLU1-RS023,5,992,-64,0,     ,     ,     ,      ,3.4,0.9,     ,124,1000,2
9660, ,L,0, P,CAL1-B-RS023,5,1000,-72,0,     ,     ,     ,      ,13.4,2.1,     ,32,1000,2
9661, ,L,0, I,ARENA--RS069,5,1013,-70,0,     ,     ,     ,      ,5.9,1.9,     ,24,1000,2
9674, ,L,0, P,IJUI1--RS023,5,1000,-64,0,     ,     ,     ,      ,0,     ,     ,23,1000,2
9675, ,L,0, P,CAL1-A-RS023,5,1000,-64,0,     ,     ,     ,      ,5.7,0.8,     ,32,1000,2
9677, ,L,0, G,ROLANT-RS138,5,1033,-70,0,     ,     ,     ,      ,11.3,1.7,     ,32,1000,2
9678, ,L,0, G,SANAND-RS138,5,990,-61,0,     ,     ,     ,      ,7.1,2.3,     ,32,1000,2
9679, ,L,0, G,SANANDTAP138,5,992,-61,0,     ,     ,     ,      ,0,     ,     ,32,1000,2
9680, ,L,0, G,PAPCIG-PR138,5,982,-72,0,     ,     ,     ,      ,10.5,4.5,     ,22,1000,2
9682, ,L,1, N,AMANDIBI-3GR,5,1030,-23,0,31.1,-33.8,90,      ,40,19.5,     ,199,1000,1
9685, ,L,0, G,USJOSE-SP138,5,1051,-65,0,0,     ,     ,      ,0,     ,     ,7,1000,1
9688, ,L,0, I,CHAPEC-SC069,5,994,-60,0,     ,     ,     ,      ,31.3,10,     ,25,1000,2
9689, ,L,0, I,FAXGUE-SC069,5,979,-57,0,     ,     ,     ,      ,32.3,17,     ,25,1000,2
9692, ,L,0, I,CERTAJ-RS069,5,1019,-69,0,     ,     ,     ,      ,14.2,4.7,     ,124,1000,2
9695, ,L,1, S,CRICA-PCH004,5,990,-17,0,-7.43,-4.6,4.6,      ,0,     ,     ,126,1000,1
9697, ,L,0, F,CBANOR-PR230,5,1059,-69,0,     ,     ,     ,      ,0,     ,     ,21,1000,2
9698, ,L,0, G,CBANOR-PR138,5,1000,-70,0,     ,     ,     ,      ,0,     ,     ,22,1000,2
9699, ,L,0, G,CANTU2PCH138,5,985,-55,0,     ,     ,     ,      ,0,     ,     ,22,1000,2
9700, ,L,0, N,CASS-B-PR013,5,1000,-72,0,     ,     ,     ,      ,14,5.7,     ,22,1000,2
9701, ,L,0, N,DISJPB-PR013,5,1000,-70,0,     ,     ,     ,      ,3.4,1.5,     ,22,1000,2
9702, ,L,0, N,CINDUB-PR013,5,984,-74,0,     ,     ,     ,      ,22.9,6.2,     ,22,1000,2
9703, ,L,0, N,CCOM-B-PR013,5,999,-71,0,     ,     ,     ,      ,11.2,4.4,     ,22,1000,2
9705, ,L,0, I,HAUER--PR069,5,1020,-76,0,     ,     ,     ,      ,17.1,6.6,     ,22,1000,2
9708, ,L,0, G,AUDIWV-PR138,5,1021,-71,0,     ,     ,     ,      ,17.5,6.4,     ,22,1000,2
9709, ,L,0, I,RENAUL-PR069,5,1023,-74,0,     ,     ,     ,      ,24,8.7,     ,22,1000,2
9710, ,L,0, G,CROWN--PR138,5,1022,-68,0,     ,     ,     ,      ,5.1,1.8,     ,22,1000,2
9711, ,L,0, G,CACIQU-PR138,5,993,-59,0,     ,     ,     ,      ,7.6,2.5,     ,22,1000,2
9712, ,L,0, G,CVALE--PR138,5,986,-50,0,     ,     ,     ,      ,20.8,6.8,     ,22,1000,2
9714, ,L,0, I,FELIZ--RS069,5,1008,-70,0,     ,     ,     ,      ,20.6,6.9,     ,32,1000,2
9715, ,L,0, I,PERDIG-RS069,5,1012,-70,0,     ,     ,     ,      ,12.2,4.7,     ,31,1000,2
9716, ,L,0, I,HEXION-RS069,5,1024,-69,0,     ,     ,     ,      ,1.1,0.5,     ,31,1000,2
9719, ,L,0, G,TANGAR-SC138,5,992,-58,0,     ,     ,     ,      ,19.7,10.5,     ,25,1000,2
9721, ,L,0, G,ARAHYO-SC138,5,1035,-76,0,     ,     ,     ,      ,4.4,1.1,     ,25,1000,2
9722, ,L,0, G,IMBVOT-SC138,5,1057,-73,0,     ,     ,     ,      ,6.7,1.5,     ,25,1000,2
9725, ,L,0, F,UMUSUL-PR230,5,1020,-47,0,     ,     ,     ,      ,0,     ,     ,75,1000,2
9726, ,L,0, G,UMUSUL-PR138,5,1007,-49,0,     ,     ,     ,      ,0,     ,     ,22,1000,2
9727, ,L,0, L,COLPAL-RS034,5,1001,-70,0,     ,     ,     ,      ,0,     ,     ,24,1000,2
9728, ,L,0, G,PALMA1-RS138,5,1027,-70,0,     ,     ,     ,      ,0,     ,     ,24,1000,2
9729, ,L,0, G,PALMA2-RS138,5,1027,-70,0,     ,     ,     ,      ,0,     ,     ,24,1000,2
9730, ,L,0, G,PALMARTAP138,5,1027,-70,0,     ,     ,     ,      ,0,     ,     ,24,1000,2
9731, ,L,0, F,CERCHA-RS230,5,1032,-60,0,     ,     ,     ,      ,0,     ,     ,20,1000,2
9732, ,L,0, L,CERCH1EOL034,5,1020,-58,0,-4.2,     ,     ,      ,0,     ,     ,20,1000,2
9733, ,L,0, L,CERCH2EOL034,5,1021,-57,0,-4.2,     ,     ,      ,0,     ,     ,20,1000,2
9734, ,L,0, L,CERCH3EOL034,5,1019,-58,0,-4.2,     ,     ,      ,0,     ,     ,20,1000,2
9735, ,L,1, N,GARIBAUHE003,5,1008,-47,0,-34.8,-133,97,      ,0,     ,     ,38,1000,2
9737, ,L,0, F,GARIBA-SC230,5,1034,-53,0,     ,     ,     ,      ,0,     ,     ,38,1000,2
9738, ,L,0, B,ABATIS-SC525,2,1018,-55,0,     ,     ,     ,      ,0,     ,     ,38,1000,2
9739, ,L,0, F,ABATIS-SC230,5,1040,-54,0,     ,     ,     ,      ,0,     ,     ,38,1000,2
9742, ,L,0, V,NHORIZPCH034,5,980,-76,0,     ,     ,     ,      ,0,     ,     ,22,1000,2
9743, ,L,0, G,NHORIZ-PR138,5,980,-76,0,     ,     ,     ,      ,0,     ,     ,22,1000,2
9745, ,L,0, G,OURO--TAP138,5,1005,-54,0,     ,     ,     ,      ,0,     ,     ,38,1000,2
9746, ,L,0, G,OURO--PCH138,5,1005,-54,0,     ,     ,     ,      ,0,     ,     ,38,1000,2
9747, ,L,1, V,OURO--PCH034,5,1000,-54,0,-94.3,0,0,      ,0,     ,     ,38,1000,2
9750, ,L,0, G,IACOUT-MS138,5,1013,-15,0,     ,     ,     ,      ,0,     ,     ,67,1000,1
9751, ,L,0, G,COLPAL-RS138,5,1028,-70,0,     ,     ,     ,      ,0,     ,     ,24,1000,2
9752, ,L,0, F,CMPC---RS230,5,1034,-67,0,     ,     ,     ,      ,0,     ,     ,203,1000,2
9753, ,L,0, N,SCR1RB-RS013,5,1020,-67,0,     ,     ,     ,      ,0,     ,     ,31,1000,2
9754, ,L,0, N,SCR1RA-RS013,5,1020,-66,0,     ,     ,     ,      ,0,     ,     ,31,1000,2
9755, ,L,0, G,TUPYBV-SC138,5,1021,-77,0,     ,     ,     ,      ,79,24.1,     ,25,1000,2
9756, ,L,0, G,PELOT5-RS138,5,1008,-68,0,     ,     ,     ,      ,15.6,5.8,     ,24,1000,2
9759, ,L,0, G,CAVERN-PR138,5,1033,-46,0,     ,     ,     ,      ,0,     ,     ,22,1000,2
9760, ,L,1, V,ALTOTABIO013,5,1040,7.82,0,21.25,-55.8,55.8,      ,30.4,14.7,     ,126,1000,1
9761, ,L,1, V,PORTAGBIO013,5,1025,-12,0,30.51,-59.2,113.8,      ,40,19.4,     ,126,1000,1
9762, ,L,1, V,CRICA-BIO013,5,1045,-1.1,0,21.64,-61.5,61.5,      ,29.8,14.4,     ,126,1000,1
9763, ,L,1, V,IACO--BIO013,5,1045,-11,0,13.1,-7.5,22.5,      ,15,7.3,     ,126,1000,1
9764, ,L,1, V,INDAIAPCH006,5,1030,-11,0,3.475,-3.3,6,      ,0,     ,     ,126,1000,1
9765, ,L,1, V,INDGRDPCH006,5,1030,-11,0,4.37,-4.4,9.5,      ,0,     ,     ,126,1000,1
9767, ,L,1, V,JATAI-BIO013,5,1035,0.916,0,30.74,-65.6,65.6,      ,35,17,     ,194,1000,1
9768, ,L,1, V,AGUAEMBIO013,5,1035,-0.08,0,27.3,-61.5,61.5,      ,29.8,14.4,     ,126,1000,1
9769, ,L,1, V,MVERMEBIO013,5,1035,6.24,0,22,-55.8,55.8,      ,27.7,13.4,     ,126,1000,1
9770, ,L,0, I,OJA---TAP069,5,1035,-70,0,     ,     ,     ,      ,0,     ,     ,24,1000,2
9771, ,L,0, I,OJACHA-RS069,5,1035,-70,0,     ,     ,     ,      ,0,     ,     ,24,1000,2
9772, ,L,0, I,GUAIB2TAP069,5,1034,-70,0,     ,     ,     ,      ,0,     ,     ,24,1000,2
9773, ,L,0, I,STHGUATAP069,5,1027,-70,0,     ,     ,     ,      ,0,     ,     ,24,1000,2
9774, ,L,0, I,STHGUA-RS069,5,1025,-70,0,     ,     ,     ,      ,4,1.7,     ,24,1000,2
9775, ,L,0, I,GUA1-A-RS069,5,1026,-71,0,     ,     ,     ,      ,12,3.4,     ,24,1000,2
9776, ,L,0, I,GUA1-B-RS069,5,1026,-71,0,     ,     ,     ,      ,16.3,4.7,     ,24,1000,2
9777, ,L,0, I,RIOGUATAP069,5,1025,-70,0,     ,     ,     ,      ,0,     ,     ,24,1000,2
9778, ,L,0, I,RIOGUA-RS069,5,1025,-70,0,     ,     ,     ,      ,0,     ,     ,24,1000,2
9779, ,L,0, I,APGGUA-RS069,5,1024,-71,0,     ,     ,     ,      ,15,6.4,     ,24,1000,2
9780, ,L,0, F,SCHAR2-RS230,5,1023,-65,0,     ,     ,     ,      ,0,     ,     ,39,1000,2
9785, ,L,0, F,CANDIO-RS230,5,1035,-62,0,     ,     ,     ,      ,0,     ,     ,20,1000,2
9786, ,L,0, B,CANDIO-RS525,2,996,-62,0,     ,     ,     ,      ,0,     ,     ,20,1000,2
9787, ,L,0, B,CFMELO-RS525,2,1000,-62,0,     ,     ,     ,      ,0,     ,     ,20,1000,2
9794, ,L,0, L,COXSEC-RS034,5,1001,-58,0,     ,     ,     ,      ,0,     ,     ,20,1000,2
9800, ,L,0, L,CMPC---RS034,5,1000,-69,0,     ,     ,     ,      ,115,37.8,     ,203,1000,2
9803, ,L,0, O,ATLANT-RS012,5,967,-64,0,     ,     ,     ,      ,0,     ,     ,39,1000,2
9806, ,L,0, F,ATLANT-RS230,5,1033,-66,0,     ,     ,     ,      ,0,     ,     ,39,1000,2
9807, ,L,0, M,OSOR23-RS034,5,1001,-66,0,     ,     ,     ,      ,0,     ,     ,39,1000,2
9808, ,L,0, M,SANG23-RS034,5,1005,-66,0,     ,     ,     ,      ,0,     ,     ,39,1000,2
9813, ,L,0, I,VENTO--RS069,5,1031,-69,0,     ,     ,     ,      ,0,     ,     ,39,1000,2
9814, ,L,0, L,CASSIN-RS034,5,1001,-69,0,     ,     ,     ,      ,0,     ,     ,39,1000,2
9818, ,L,0, B,POVNOV-RS525,2,1031,-63,0,     ,     ,     ,      ,0,     ,     ,39,1000,2
9819, ,L,0, F,POVNOV-RS230,5,1030,-64,0,     ,     ,     ,      ,0,     ,     ,39,1000,2
9820, ,L,0, B,MARME2-RS525,2,1015,-62,0,     ,     ,     ,      ,0,     ,     ,39,1000,2
9822, ,L,0, B,SVPALM-RS525,2,1015,-62,0,     ,     ,     ,      ,0,     ,     ,39,1000,2
9823, ,L,0, G,SVP2-A-RS138,5,1000,-63,0,     ,     ,     ,      ,0,     ,     ,39,1000,2
9824, ,L,1, T,Marmelei-2CS,7,1000,-62,0,-34.6,-200,220,      ,0,     ,     ,39,1000,2
9839, ,L,0, N,CANOIN-SC013,5,1000,-79,0,0,     ,     ,      ,22.4,9,     ,25,1000,2
9843, ,L,0, I,CARAVA-SC069,5,1050,-76,0,     ,     ,     ,      ,18,7.4,     ,125,1000,2
9846, ,L,0, G,MONCAP-SC138,5,993,-57,0,     ,     ,     ,      ,12.1,5.3,     ,25,1000,2
9850, ,L,0, G,UVALEG-MS138,5,1038,-30,0,     ,     ,     ,      ,0,     ,     ,126,1000,1
9851, ,L,0, G,VALEGR-MS138,5,1030,-32,0,     ,     ,     ,      ,0,     ,     ,26,1000,1
9852, ,L,0, G,ANGELI-MS138,5,1040,-27,0,     ,     ,     ,      ,0,     ,     ,126,1000,1
9853, ,L,0, L,IBIRAPEOL034,5,1026,-57,0,-2.3,     ,     ,      ,0,     ,     ,20,1000,2
9854, ,D,0, L,CERCH6EOL034,5,1036,-17,0,-0.2,     ,     ,      ,0,     ,     ,20,1000,2
9855, ,L,0, L,CTRICC-RS034,5,1001,-60,0,     ,     ,     ,      ,0,     ,     ,20,1000,2
9859, ,L,0, G,SENAND-RS138,5,1014,-65,0,     ,     ,     ,      ,0,     ,     ,39,1000,2
9860, ,L,0, L,SENAND-RS034,5,1001,-65,0,     ,     ,     ,      ,0,     ,     ,39,1000,2
9865, ,L,0, F,PONTAL-RS230,5,1028,-66,0,     ,     ,     ,      ,0,     ,     ,39,1000,2
9866, ,L,0, L,PONTAL-RS034,5,981,-64,0,     ,     ,     ,      ,0,     ,     ,39,1000,2
9867, ,L,1, L,PONT2BEOL034,5,980,-63,0,-2.96,-2.1,2.1,      ,0,     ,     ,39,1000,2
9868, ,L,0, M,PO2A3BEOL034,5,984,-62,0,-6.5,     ,     ,      ,0,     ,     ,39,1000,2
9869, ,L,0, G,KLABIN-SC138,5,1018,-64,0,     ,     ,     ,      ,16.5,6.5,     ,25,1000,2
9870, ,L,0, N,PALHOC-SC013,5,996,-75,0,     ,     ,     ,      ,13.7,10.6,     ,25,1000,2
9871, ,L,0, G,PERY2--SC138,5,1020,-65,0,-2,     ,     ,      ,0,     ,     ,25,1000,2
9872, ,L,0, G,SJCERR-SC138,5,1023,-62,0,     ,     ,     ,      ,0,     ,     ,25,1000,2
9873, ,L,0, G,SVP2-B-RS138,5,1000,-62,0,     ,     ,     ,      ,0,     ,     ,39,1000,2
9874, ,L,0, G,GERIBA-RS138,5,1001,-62,0,     ,     ,     ,      ,0,     ,     ,39,1000,2
9875, ,L,0, M,COLGE1-RS034,5,1004,-62,0,     ,     ,     ,      ,0,     ,     ,39,1000,2
9876, ,L,0, M,COLGE2-RS034,5,1003,-62,0,     ,     ,     ,      ,0,     ,     ,39,1000,2
9877, ,L,0, G,CHUI---RS138,5,1002,-62,0,     ,     ,     ,      ,0,     ,     ,39,1000,2
9878, ,L,0, L,COLCHU-RS034,5,1001,-62,0,     ,     ,     ,      ,0,     ,     ,39,1000,2
9890, ,L,0, F,REASUL-PR230,  ,1038,-42,0,     ,     ,     ,      ,0,     ,     ,21,1000,2
9894, ,L,0, G,SVP2-C-RS138,5,1000,-62,0,     ,     ,     ,      ,0,     ,     ,39,1000,2
9895, ,L,0, M,INDI23-RS034,5,1001,-66,0,     ,     ,     ,      ,0,     ,     ,39,1000,2
9898, ,L,0, G,AMBEV--PR138,5,1011,-69,0,     ,     ,     ,      ,5,2,     ,22,1000,2
9900, ,L,0, L,CHUI9-EOL034,5,1002,-62,0,-1,     ,     ,      ,0,     ,     ,39,1000,2
9905, ,L,0, G,AGDOCEEOL138,5,1028,-49,0,     ,     ,     ,      ,0,     ,     ,22,1000,2
9910, ,L,0, G,BMW----SC138,5,1035,-76,0,     ,     ,     ,      ,5.2,1.8,     ,25,1000,2
9911, ,L,0, I,IJU1-B-RS069,5,987,-58,0,     ,     ,     ,      ,0,     ,     ,32,1000,2
9912, ,L,0, P,IJU1-B-RS023,5,1000,-61,0,     ,     ,     ,      ,0,     ,     ,23,1000,2
9913, ,L,0, P,DEME1B-RS023,5,993,-61,0,     ,     ,     ,      ,7.4,2.4,     ,124,1000,2
9914, ,L,0, P,CERILU-RS023,5,993,-61,0,     ,     ,     ,      ,6.3,1.6,     ,124,1000,2
9915, ,L,0, G,CGTAMA-MS138,5,994,-38,0,     ,     ,     ,      ,0,     ,     ,26,1000,1
9916, ,L,0, N,CGTAMA-MS013,5,997,-41,0,     ,     ,     ,      ,19.8,10.7,     ,26,1000,1
9917, ,L,0, I,ROQGON-RS069,5,1031,-45,0,     ,     ,     ,      ,7.3,2.8,     ,32,1000,2
9918, ,L,0, G,JCASTI-RS138,5,1024,-58,0,     ,     ,     ,      ,5.1,1.7,     ,32,1000,2
9923, ,L,0, G,CERBRA-SC138,5,955,-71,0,     ,     ,     ,      ,20.2,7.5,     ,25,1000,2
9937, ,L,0, I,FSTACR-SC069,5,1052,-75,0,     ,     ,     ,      ,29.4,11.5,     ,125,1000,2
9948, ,L,0, L,CINGLEEOL034,5,1028,-58,0,-0.9,     ,     ,      ,0,     ,     ,20,1000,2
9949, ,L,0, L,COXSECEOL034,5,1033,-57,0,-3,     ,     ,      ,0,     ,     ,20,1000,2
9950, ,L,0, L,GALPOEEOL034,5,1030,-57,0,-0.8,     ,     ,      ,0,     ,     ,20,1000,2
9958, ,L,0, L,CCH6CI-RS034,5,1003,-59,0,     ,     ,     ,      ,0,     ,     ,20,1000,2
9959, ,L,0, L,IB1GAL-RS034,5,1003,-58,0,     ,     ,     ,      ,0,     ,     ,20,1000,2
9960, ,L,0, I,MENDEUTAP069,5,1025,-72,0,     ,     ,     ,      ,0,     ,     ,24,1000,2
9963, ,L,0, G,COLHER-RS138,5,1002,-61,0,     ,     ,     ,      ,0,     ,     ,39,1000,2
9964, ,L,0, G,BPRINC-RS138,5,1005,-72,0,     ,     ,     ,      ,8,2.7,     ,31,1000,2
9966, ,L,0, I,VI1TP2-RS069,5,1027,-67,0,     ,     ,     ,      ,0,     ,     ,24,1000,2
9967, ,L,0, I,PA16-2TAP069,5,1021,-72,0,     ,     ,     ,      ,0,     ,     ,24,1000,2
9968, ,L,0, I,VIAMA1TAP069,5,993,-75,0,     ,     ,     ,      ,0,     ,     ,24,1000,2
9969, ,L,0, L,COLHER-RS034,5,1000,-59,0,     ,     ,     ,      ,0,     ,     ,39,1000,2
9983, ,L,0, G,CAMBOR-SC138,5,1028,-75,0,     ,     ,     ,      ,21.4,8.5,     ,25,1000,2
9984, ,L,0, I,PAL16A-RS069,5,981,-75,0,     ,     ,     ,      ,11.7,3.5,     ,24,1000,2
9985, ,L,0, I,P16-1Y-RS069,5,984,-75,0,     ,     ,     ,      ,0,     ,     ,24,1000,2
9986, ,L,1, V,KLACELUTE002,5,980,-50,0,88.82,-124,194,      ,0,     ,     ,201,1000,2
9988, ,L,0, F,KLACEL-PR230,5,1046,-60,0,     ,     ,     ,      ,0,     ,     ,68,1000,2
9989, ,L,0, L,KLACEL-PR034,5,1000,-56,0,     ,     ,     ,      ,147,48.3,     ,201,1000,2
9998, ,L,1, N,CMP123-RS013,5,1015,-73,0,10.97,-13,43.95,      ,58,19.1,     ,203,1000,2
9999, ,L,1, L,CMPC45-RS013,5,1040,-65,0,-7.27,-62.1,124.3,      ,0,     ,     ,203,1000,2
10011, ,L,1, L,HERMENEOL034,5,1008,-58,0,-12.2,-78.9,78.9,      ,0,     ,     ,39,1000,2
10012, ,L,0, L,COLCHUEOL034,5,1001,-62,0,-7,     ,     ,      ,0,     ,     ,39,1000,2
10013, ,L,0, I,SHIGUATAP069,5,1030,-69,0,     ,     ,     ,      ,0,     ,     ,24,1000,2
10016, ,L,0, G,CEGERO-SC138,5,955,-71,0,     ,     ,     ,      ,21,5.9,     ,25,1000,2
10017, ,L,1, O,MARM2AEOL012,5,1025,-56,0,-1.45,-38.4,38.4,      ,0,     ,     ,39,1000,2
10018, ,L,1, O,MARM2BEOL012,5,1025,-59,0,-0.5,-25.2,25.2,      ,0,     ,     ,39,1000,2
